strasse;strassen_bez;herkunft;beschluss;gueltig_ab
3338;Maria-Montessori-Allee;"Maria Montessori (1870-1953), Pädagogin.";1989-04-25;
4397;Dachsweg;;1967-04-27;
1272;Giergasse;"Erinnert an die im Zweiten Weltkrieg zerstörte, aus dem Mittelalter stammende Gertrudiskapelle unfern des Rheinufers.";;
2144;Goldbergweg;"Flruname Am Goldberg.";;
4263;Hans-Herter-Straße;"Hans Herter (1899-1984), Altphilologe, Professor an der Universität Bonn.";1990-03-20;
2512;Herbert-Wehner-Platz;"Herbert Wehner (1906-1990), Bundesminister für gesamtdeutsche Fragen 1966-1969, Vorsitzender der SPD-Fraktion im Bundestag 1969-1983.";2005-11-30;
4056;Bredowallee;"Hans Bredow (1879-1959), Ingenieur, Pionier im Rundfunkwesen.";1979-01-18;
2450;Kolfhausstraße;"Heinrich Kolfhaus (1879-1956), Pfarrer der evangelischen Erlöserkirchengemeinde, Ehrenbürger von Bad Godesberg 1952.";1977-03-24;1978-01-01
1711;Servitenweg;"Mönche des Servitenordens lebten im 1802 aufgehobenen Kloster auf dem Kreuzberg.";1928-02-09;
1004;Bergfeldstraße;Flurname.;1974-10-22;1978-01-01
3561;Tränkweg;"Weg, der zu einer Viehtränke ging.";;
3294;Kommentalweg;"Flurname. Weg, der durch die Komme führte, auch Kumme (Bodensenke).";;
4061;"Am Alfterhof";"Flurname, nach dem benachbarten Haus Alfter, das durch Josef Alfter in der ersten Hälfte des 19. Jahrhunderts gegründet wurde.";1981-09-29;
2006;Akazienweg;;1964-06-09;
4217;Klosterweg;"Die Straße müsste eigentlich Klosterhofweg heißen, denn sie führte am ehemaligen Klosterhof der Graurheindorfer Zisterzienserinnen vorbei.";1958-03-11;
1126;Bungartstraße;"Alter Familienname in Bonn.";1953-02-05;
2248;Lahnstraße;"Lahn, rechter Nebenfluss des Rheins.";1955-01-21;
1467;Katharina-Focke-Straße;"Dr. Katharina Focke: 08.10.1922 - 10.07.2016. Sie war Politikerin (SPD) und von 1966 bis 1969 Mitglied des Landtages Nordrhein-Westfalen. Von 1969 bis 1980 war sie Mitglied des Deutschen Bundestages und von 1979 bis 1989 Mitglied des Europäischen Parlaments. Hier war sie von 1984 bis 1987 Vorsitzende des Ausschusses für Entwicklung und Zusammenarbeit. Von 1972 bis 1976 war sie Bundesministerin für Jugend, Familie und Gesundheit.";2017-09-05;2018-05-09
2030;"An der Nesselburg";"Flurname. Die im 14. Jahrhundert erstmals erwähnte, zu Beginn des 19. Jahrhunderts niedergelegte Nesselburg lag etwa 200 Meter entfernt zwischen dem Mehlemer Bach und der Meckenheimer Straße.";1957-07-03;
3211;"Holzlarer Weg";"Holzlar, Ortsteil von Bonn.";;
4404;René-Schickele-Straße;"René-Schickele (1883-1940), Schriftsteller.";1969-06-16;
2074;Hainbuchenweg;;1977-03-24;1978-08-01
4303;"Alte Straße";Flurname.;1900-04-23;
3194;Gustav-Kessler-Straße;"Gustav Kessler (1873-1954), Gründer der Süß- und Backwarenfabrik Kessko 1905.";2005-03-15;
3786;Falkenbergweg;"Falkenberg, Berg im Siebengebirge.";1995-02-14;
3320;Landgrabenweg;"Flurname. Die Straße verläuft den in einer Karte von 1703 eingezeichneten bergischen Landgraben (militärische Schutzanlage) entlang.";1967-07-18;
2441;Leonardusstraße;"Früher in Plittersdorf gelegenes gleichnamiges Stift.";1977-03-24;1978-01-01
2425;Viktoriastraße;"Die Straße wurde nach Kaiserin Auguste Viktoria (1858-1921) Gemahlin Kaiser Wilhelms II. benannt.";1899-01-24;
1817;Wielstraße;"Caspar Wiel, Hauptlehrer in Poppelsdorf 1818-1859.";;
1800;Wallfahrtsweg;"Weg der Wallfahrer zum Kreuzberg.";1904-07-15;
2148;Gräfgeshülle;Flurname.;;
3400;Oberdorfstraße;;;
3071;"Küdinghovener Straße";"Küdinghoven, Ortsteil von Bonn.";1977-03-24;1978-01-01
1065;"Auf dem Dransdorfer Berg";;1931-11-07;
1063;Arndtstraße;"Ernst Moritz Arndt (1769-1860), Publizist. Schriftsteller und Historiker, Professor an der Universität Bonn.";;
1099;Bertha-von-Suttner-Platz;"Bertha von Suttner (1843 -1914), österreichische Pazifistin und Schriftstellerin, Friedensnobelpreis 1905. Der Platz entstand nach den Zerstörungen im Zweiten Weltkrieg im Bereich der ehemaligen Kreuzstraße und Kesselgasse.";1949-08-05;
4089;Von-Kügelgen-Straße;"Gerhard von Kügelgen (1772-1820) und Carl von Kügelgen (1772-1832), Maler, gehörten zum Freundeskreis Beethovens.";1989-04-25;
3728;"Am Fasanenhang";;1977-03-24;1978-01-01
4479;Schwalbenweg;;;
1379;"In der Sürst";"Die aus dem großen Waldgebiet Sürst bei Rheinbach kommenden Besenbinder sollen angeblich hier ihre Ware feilgeboten haben.";;
3269;Johannis-Hevelius-Straße;"Johannis Hevelius, 1611-1687, Deutscher Astronom, der sich in Danzig eine Sternwarte baute, die im Jahr 1679 abbrannte. Er beschäftigte sich mit Planetenbeobachtungen, führte Positionsbestimmungen durch und verfasste mit seinem Hauptwerk Selenographia die erste und für lange Zeit verbindliche Mondtopographie. 1661 bestimmte er die Größe des Planeten Merkur und schuf einen Sternenkatalog.";2016-06-01;
1847;Maximilianpassage;"Maximilian Franz von Österreich (1756-1801), letzter Kurfürst von Köln 1784-1801.";1979-02-15;
4026;Hobsweg;"Flurname. Hofweg oder wahrscheinlicher: Weg zum Hopfengarten.";1951-10-26;
1830;"Württemberger Straße";;;
2488;August-Bebel-Allee;"August Bebel (1840-1913), Politiker, Mitbegründer der Sozialdemokratischen Arbeiterpartei 1869, Parteivorsitzender der SPD 1900-1913.";1990-08-14;
1403;Justus-von-Liebig-Straße;"Justus von Liebig (1803-1873), Chemiker, Student in Bonn.";1961-04-20;
1348;Hugo-Haelschner-Straße;"Hugo Philipp Haelschner (1817-1889), Rechtswissenschaftler, Professor an der Universität Bonn.";1924-12-19;
3772;Lindershausweg;Flurname.;1974-09-24;1974-12-13
2481;Ferdinand-Lassalle-Straße;"Ferdinand Lassalle (1825-1864), Politiker, Publizist und Arbeiterführer.";1989-08-22;
3818;Strackhofstraße;"Der bis zur Säkularisation zur Deutschordenskommende Ramersdorf gehörende so genannte Berghof heißt heute nach der späteren Besitzerfamilie Strack.";1972-12-19;
3260;Jahnstraße;"Friedrich Ludwig Jahn (1778-1852), als Turnvater bekannt, Mitglied der Nationalversammlung 1848.";;
1169;Don-Bosco-Straße;"Don Giovanni Bosco (1815-1888), italienischer Geistlicher, Betreuer der verwahrlosten Jugend, Gründer der Salesianergemeinschaft.";1956-01-19;
1702;Schüllerweg;"Matthias Schüller (1869/70-1939), Pfarrer in Dottendorf 1906-1938.";1951-06-01;
4735;"Zur Marterkapelle";"Weg zum Ort des legendären Martyriums der Bonner Stadtpatrone Cassius und Florentius.";1972-12-19;
2207;Jenienhülle;Flurname.;;
3838;Langemarckstraße;"Langemark, Stadt in Flandern (Belgien), Ort eines Gefechts im Ersten Weltkrieg, bei dem besonders viele junge deutsche Soldaten fielen. Der ""Mythos von Langemarck"" ist die Verklärung der militärischen Auseinandersetzung durch nationale Kreise und später durch das nationalsozialistische Regime.";1937-12-10;
2358;Sachsenstraße;"Sachsen, germanischer Volksstamm, Name verschiedener historischer Staaten, Bundesland seit 1990.";;
1645;"Graurheindorfer Straße";"Graurheindorf, Bonner Ortsteil.";1977-03-24;1978-08-01
3861;Altrheinstraße;"Ehemaliger Altarm des Rheines.";1992-02-11;
1042;"Am Römerkastell";"Standort des römischen Legionslagers.";1951-06-01;
1266;Georgstraße;;1902-07-11;
3601;Johann-Link-Straße;"Johann Link (1885-1964), Bürgermeister von Beuel 1954-1961.";1977-03-24;1978-01-01
1199;Jakob-Hengstler-Straße;"Jakob Hengstler (1888-1952), Gründer der Siedlergemeinschaft Tannenbusch in den 1920er Jahren.";1974-10-22;1978-01-01
4048;Schloßplatz;"Nach dem hier Mitte des 18. Jahrhunderts errichteten und zu Beginn des 19. Jahrhunders abgerissenen kurfürstlichen Jagdschloss Herzogsfreude.";;
2087;Dechant-Heimbach-Straße;"August Heimbach (1890-1958), Prälat und Dechant, war 21 Jahre lang Priester an St. Marien in Bad Godesberg.";1967-03-17;
1213;Eulenweg;"Nach dem Ton am Venusberg, der für Tongefäße (Eulen) verwendet wurde.";1976-06-29;1976-07-01
1349;Humboldtstraße;"Alexander von Humboldt (1769-1859), Naturforscher.";;
2323;Philosophenring;;1969-06-11;
1603;"Poppelsdorfer Platz";"Poppelsdorf, seit 1904 Ortsteil von Bonn.";1976-01-13;1976-02-13
3011;"Am Herrengarten";"Flurname, Herrengarten der Quad von Isengarten, die in Vilich-Müldorf einen Hof des Stifts Vilich zu Lehen hatten.";1955-04-18;
3064;Bergergasse;"Geislarer Bergerhof, der bereits 1506 dem Kloster in Merten / Sieg gehörte.";;1907-01-01
1378;"Am Rheindorfer Hafen";"Der Hafen der Stadt Bonn befand sich ehemals vor dem Alten Zoll und wurde in den 1920er Jahren nördlich der Stadt neu angelegt.";1980-01-22;
2478;Kurt-Georg-Kiesinger-Allee;"Kurt Georg Kiesinger (1904-1988), Ministerpräsident von Baden-Württemberg 1958-1966, Bundeskanzler 1966-1969.";1989-06-06;
3764;Waldweg;;1981-10-27;
4022;Heidegartenstraße;Flurname.;;
3770;Ennerthang;"Nach dem 151 m hohen Ennert, dem nördlichsten Ausläufer des Siebengebirges.";1973-09-11;1973-11-08
2463;"Zum Kempenberg";Flurname.;1967-03-17;
4315;Geschwister-Scholl-Straße;"Sophie Scholl (1921-1943) und Hans Scholl (1919-1943), gehörten der Widerstandsbewegung Weiße Rose an. Sie wurden bei der Verteilung von Flugschriften verhaftet, vom Volksgerichtshof zum Tode verurteilt und hingerichtet.";1975-03-11;1978-01-01
2346;Robert-Schuman-Platz;"Robert Schuman (1886-1963), französischer Politiker, studierte in Bonn.";1986-06-12;
1310;Hans-Cloos-Straße;"Hans Cloos (1885-1951), Geologe, Professor an der Universität Bonn.";1954-03-08;
4230;"Hirschberger Straße";"Hirschberg, Stadt in Schlesien, heute Jelenia Góra in Polen.";1975-01-14;1975-02-21
1705;Schumannstraße;"Robert Schumann (1810-1856), Komponist, Schumann wurde 1854 in die Heilanstalt in Endenich eingeliefert, wo er zwei Jahre später starb. Seine Grabstätte befindet sich auf dem Alten Friedhof in Bonn.";;
4637;"Röttgener Straße";"Röttgen, Ortsteil von Bonn.";1951-01-15;
2292;Moltkeplatz;"Helmuth Graf von Moltke (1800-1891), preußischer Generalfeldmarschall.";1909-07-23;
1651;Riesstraße;"Franz Anton Xaverius Ries (1755-1846), Geiger und Konzertmeister des kurfürstlichen Orchesters sowie Lehrer Beethovens; Vater der Musiker Ferdinand (1784-1838) und Hubert Ries (1802-1884).";1869-07-09;
1192;Effertzstraße;"Ernst Effertz (1813-1875), Grundbesitzer in Endenich.";;
2332;Mandelbaumweg;;1994-06-14;1994-08-26
1387;Margarethe-Jochimsen-Straße;"Dr. Margarethe Jochimsen: 14.08.1931 - 15.09.2016 (Freiburg i. Breisgau)
Sie studierte Staatswissenschaften und Kunstgeschichte. Von 1978 bis 1986 leitete sie den Bonner Kunstverein, dessen Vorsitzende sie bis 1996 war. Sie initiierte die Rettung des August-Macke-Hauses in Bonn und war von 1991 bis 2002 dessen Gründungsdirektorin und Herausgeberin der Schriftenreihe des Vereins August-Macke-Haus.";2021-10-05;2022-01-01
4305;"Am Schickshof";"Nach dem hier gelegenen Schickshof.";1954-07-15;
4074;"In der Langhecke";Flurname.;1966-07-14;
1573;Nikolausstraße;"Der hl. Nikolaus, Pfarrpatron in Kessenich.";1904-07-15;
1499;Lotharstraße;"Lothar I. , (795-855), fränkischer König und ab 817 Mitkaiser, Kaiser 840-855.";1904-07-15;
4652;Michael-Leveilly-Straße;"Michael Leveilly (gestorben 1762), Baumeister, seit 1717 in Bonn, schuf unter anderem das Bonner Rathaus und das Koblenzer Tor.";1988-01-19;
3385;Siebenmorgenweg;Flurname.;1977-03-24;1978-01-01
4737;Uhlgasse;"Flurname. Vermutliche Ableitung von den früher dort ansässigen Töpfern.";;
3013;"Am Knippchen";"Flurname. Als Knippchen wird die Spitze einer Erhebung bezeichnet, hier ein Sporn am Ennerthang.";;
1743;Thomastraße;"Karl Thoma (1857-1923), Regierungsbaumeister und Architekt in Bonn.";;
4450;Haubenlerchenweg;;1972-12-19;
3383;Nonnenpfad;"Wohl in der Erinnerung an die Nonnen des Vilicher Klosters.";;
2061;Birzentalstraße;Flurname.;1935-11-14;
2062;Bismarckallee;"Otto Fürst von Bismarck (1815 -1898), Reichskanzler 1871-1890";1977-03-24;1978-01-01
3704;Kleinfeldstraße;;1972-12-19;
1156;Campusallee;"Die Straßenbezeichnung bezieht sich auf den neuen Campus der Universität.";2019-09-19;2019-10-09
3688;Wilfried-Hatzfeld-Straße;"Wilfried Hatzfeld (1944-2002), Vorsitzender des Bürgervereins Vilich-Müldorf.";2003-04-29;
4442;Carl-Schurz-Straße;"Carl Schurz (1829-1906), deutsch-amerikanischer Politiker und Publizist, Student in Bonn, beteiligt an der Revolution 1848/49.";1952-10-24;
2204;Jägerweg;;1957-12-19;
3825;"Hosterbacher Straße";"Hosterbach, Siedlung im Ortsteil Oberkassel.";1896-11-30;
4485;Weiherpfad;"Flurname Weierborn, Born bezeichnet einen natürlicher Quellbrunen.";1964-08-05;
3604;Von-Pfingsten-Straße;"Franz Gabriel Clemens Maria Pfingsten (1778-1857), Bürgermeister der Gemeinde Vilich 1825-1855.";1969-07-18;
2046;Augustastraße;"Augusta (1811-1890), deutsche Kaiserin, Ehefrau von Kaiser Willhelm I., Eigentümerin der Godesberger Burgruine.";1878-02-28;
2154;Gutenbergallee;"Johann Gensfleisch von Gutenberg (1397-1468), Erfinder des Buchdrucks.";1947-01-31;
4649;"Am Sonnenhang";;1974-05-14;1974-06-28
4824;"Im Brocken";"Flurname: Broich, Brok, Bruch, bedeutet Sumpf-, Moorland, Sumpfstelle in einer Wiese, Strauchdickicht am Wasser, sumpfige Buschparzelle.";1997-06-19;
1036;"Am Nesselroder Hof";"Wohnsitz des kurkölnischen Hofratspräsidenten Graf von Nesselrode.";1955-02-03;
2514;"An Brenigs Ziegelei";"Hier stand der Ziegeleibetrieb von Franz Hubert Brenig.";2006-10-19;
2522;Marta-Worringer-Straße;"Marta Worringer (1881-1965), Malerin des rheinischen Expressionismus.";2015-03-18;
3183;"Am Conzberg";"Flurname. Conz ist die Kurzform von Conrad, also Berg, der einem Conrad gehörte bzw. wo ein Conrad wohnte.";1977-03-24;1978-01-01
1828;Winston-Churchill-Straße;"Winston Churchill (1874-1964), englischer Premierminister 1940-1945 und 1951-1955.";1974-10-22;1978-01-01
3075;Broichstraße;"Flurname. Broich bezeichnet ein feuchtes Gelände.";1956-08-10;
2294;Moselstraße;"Mosel, linker Nebenfluss des Rheins.";1950-05-25;
2064;Blumenaustraße;;1934-01-02;
3708;Krummfuhr;Flurname.;1997-12-11;
4636;Quellenweg;;1961-02-07;
1530;Mauspfad;"Musepad kommt vom ahd. mus oder mos (feucht, naß). Der Mauspfad, der feuchte Pfad, leitete seine Nässe in den Ichpohl zwischen Dreieck und Münsterplatz.";;
2224;Kleinefeldsweg;;1899-03-30;
1236;Franzstraße;"Max Franz von Habsburg-Lothringen (1756-1801), letzter Erzbischof und Kurfürst von Köln 1784-1801.";1886-09-24;
2431;Von-der-Heydt-Straße;"Karl von der Heydt (1858-1922), Bankier, Erbauer des Schlosses Stella Rheni (heute Teil des Aloisiuskollegs).";1945-04-24;
3341;Marchstraße;"Otto March (1843-1913), Architekt der neuen evangelischen Kirche in Oberkassel (1908).";;
3624;Weinbergweg;"Weist auf den Weinbau am Finkenberg hin, der dort wegen des Steinbruchs weithin aufgegeben werden musste. 1726 wird hier eine ganze Reihe von Weinbergparzellen genannt.";1955-04-18;
1068;Augustusring;"Augustus (63 v. Chr.-14 n.Chr.), Kaiser des Römischen Reiches.";1904-07-15;
3790;Pastor-Kurt-Padberg-Weg;"Kurt Padberg (1939-2010), Pfarrer in Holzlar 1979-2010, in Pützchen und Holtorf 2008-2010. Leitender Pfarrer des Seelsorgebereichs Am Ennert 2009-2010.";2014-05-08;2014-08-13
1327;Hermann-Ehlers-Straße;"Hermann Ehlers (1904-1954), Oberkirchenrat, Bundestagspräsident 1950-1954.";1954-11-18;
3217;"Hangelarer Weg";"Der Weg führt Richtung Hangelar.";2005-04-21;
1846;"Zweite Fährgasse";;;
3819;Dornheckenstraße;"Die Straße führt zu dem früheren Steinbruch An der Dornhecke, dem heutigen Dornheckensee.";1977-03-24;1978-01-01
2007;Alemannenstraße;"Alemannen, germanischer Volksstamm.";1950-05-25;
2024;"Am Schwimmbad";"Nach dem 1930 erbauten Freibad (Panaromabad).";1950-05-25;
4103;Helene-Wessel-Straße;"Helene Wessel (1898-1969), Politikerin, Mitglied des Parlamentarischen Rates 1948 und des Bundestages 1949-1953 und 1957-1969.";2013-10-15;2013-11-06
3203;Geislarstraße;"Geislar, Ortsteil von Bonn.";1972-12-19;
1714;Soenneckenstraße;"Soennecken, Bonner Fabrikantenfamilie.";1959-12-03;
4325;Distelfinkweg;;1972-12-19;1974-07-19
2235;Körnerstraße;"Theodor Körner (1791-1813), Dichter.";1911-11-17;
4704;"Auf dem Freibogen";Flurname.;1951-02-01;
4220;"Naumburger Straße";"Naumburg a.d. Saale, Stadt in Sachsen-Anhalt.";1964-03-19;
3661;Herrenacker;"Wohl auf die 1824 genannte Herrenwiese zurückführen, bei der es sich offensichtlich um das Eigentum eines früheren Grundherrn gehandelt hat. 1726 auch Pfaffenbaumgart genannt, gemeint sind die Mönche von Heisterbach.";1979-02-15;
3185;Gerichtsweg;"Diese Straße verband, als Küdinghoven noch Sitz eines bergischen Untergerichts war, das Haus, in dem die Gerichtssitzungen stattfanden, mit dem Richterhaus in der Mehlemstraße.";;
3050;Tentenstraße;"Die kinderlosen Eheleute Jakob Wilhelm (1904-1989) und Edith  (1899-1989) Tenten gründeten 1985 die Tenten-Stiftung für Bonner Bürger in Not.";1997-02-26;
1675;Reinhard-Selten-Straße;"Reinhard-Selten-Straße: 05.10.1930 - 23.08.2016/crlf/ Reinhard Selten wurde 1984 auf den Lehrstuhl für Volkswirt-schaftslehre an der Universität Bonn berufen. 1994 erhielt er den Nobelpreis für Wirtschaftswissenschaften zusammen mit John Nash und John Harsanyi für die Weiterentwicklung der sog. Spieltheorie. Hierbei handelt es sich um eine mathematische Theorie, in der Situationen untersucht werden, in denen Ergebnisse nicht von einem einzigen Individuum bestimmt werden können, sondern von den Entscheidungen aller Beteiligten abhängen/crlf/";2019-09-19;2019-10-09
2318;Pennefeldsweg;Flurname.;1883-01-03;
3282;Karl-Arnold-Straße;"Karl Arnold (1901-1958), Ministerpräsident des Landes Nordrhein-Westfalen 1947-1956.";1965-09-29;
4036;Kurfürstenplatz;;1915-03-01;
1815;Wichernstraße;"Johann Hinrich Wichern (1808-1881), evangelischer Theologe, Begründer der Inneren Mission.";1954-03-08;
4042;"Am Schloßplatz";"Flurname. Nach dem ehemals hier gelegenen Schloss Herzogsfreude, einem 1753-1755 erbauten Jagdschloss des Kölner Kurfürsten Clemens August (1700-1761), das 1804 versteigert und abgerissen wurde.";1972-12-19;1973-02-06
1799;Waldauweg;"Ehemals landwirtschaftlich genutzte Fläche im Kottenforst.";1935-01-08;
2434;Vulkanstraße;"Der Name erinnert an die einstige Vulkantätigkeit des Rodderberges.";1899-09-29;
3706;Pützhecke;"Pütz bezeichnet einen Brunnen.";;
2295;Telemannstraße;"Georg Philipp Telemann (1681-1767), Komponist.";1977-03-24;1978-01-01
3188;Gottfried-Claren-Straße;"Gottfried Claren (1850-1924), erster Seelsorger an der Beueler St. Josef-Kirche 1884-1923.";1955-04-18;
1729;Sudetenstraße;"Sudetenland, ehemals deutschsprachiges Gebiet der Tschechischen Republik.";1971-06-24;1971-08-09
1413;Karl-Marx-Straße;"Karl Marx (1813-1883), deutscher Philosoph und Politiker, Student in Bonn.";1974-10-22;1974-12-13
4632;Peenestraße;"Peene, Fluss in Mecklenburg-Vorpommern.";1962-08-20;
3829;"Im Michelsfeld";Flurname.;1958-03-25;1958-03-27
2470;Dankwardstraße;"Dankward, Gestalt aus der Nibelungensage.";1973-11-13;1973-12-04
1418;Kallenweg;"Flurname. Kalle bezeichnet einen Wasserverlauf in einer Rinne.";;
3420;Paulusstraße;"Apostel Paulus, Pfarrpatron der 1958 begründeten katholischen Kirchengemeinde Beuel-Ost, seit 2011 mit St. Joseph fusioniert.";1955-04-18;1956-03-20
4448;"An der Kurfürstenquelle";"Hinweis auf die Kurfürstenquelle.";1972-12-19;
3778;Salamanderweg;;;1978-01-01
3462;Rastenweg;"Rasten waren hüft- oder brusthohe Gestelle, mit deren Hilfe man Traglasten bequem ab- und aufnehmen konnte, wenn man rasten wollte.";;
1357;Haberstraße;"Fritz Haber (1868-1934), Chemiker, entwickelte zusammen mit Bosch das Haber-Bosch-Verfahren, Nobelpreisträger 1918.";1968-06-20;
4833;Burgweg;"Vermutlich benannt nach dem Meßdorfer Hof, welcher im Jahre 1493 als Burghof erwähnt wird. Der Weg führt zur Burg Alfter.";1972-12-19;
1092;Bennauerstraße;"Wilhelm Bennauer (1837 -1918), letzter Bürgermeister von Poppelsdorf 1896-1904.";;
1526;Markusplatz;"Adolph Marcus (1793-1857), Buchhändler, Drucker und Verleger, Sohn Gustav Marcus (1820-1895) übernahm das Geschäft.";;
2210;"Am Kurpark";"Südlich der Straße befindet sich der Bad Godesberger Kur- bzw. Stadtpark.";1977-03-24;1978-01-01
